stimulus,aoi_index,aoi_content,fprt
blackout-pos.text.0,0,The,0.0
blackout-pos.text.0,1,Last,0.0
blackout-pos.text.0,2,Light,1154.0
blackout-pos.text.0,3,On,0.0
blackout-pos.text.0,4,The,0.0
blackout-pos.text.0,5,darkness,138.0
blackout-pos.text.0,6,was,0.0
blackout-pos.text.0,7,"palpable,",212.0
blackout-pos.text.0,8,a,0.0
blackout-pos.text.0,9,heavy,234.0
blackout-pos.text.0,10,blanket,303.0
blackout-pos.text.0,11,that,0.0
blackout-pos.text.0,12,suffocated,211.0
blackout-pos.text.0,13,the,0.0
blackout-pos.text.0,14,neighborhood.,246.0
blackout-pos.text.0,15,Trees,111.0
blackout-pos.text.0,16,swayed,0.0
blackout-pos.text.0,17,ominously,155.0
blackout-pos.text.0,18,in,0.0
blackout-pos.text.0,19,the,0.0
blackout-pos.text.0,20,"wind,",295.0
blackout-pos.text.0,21,their,0.0
blackout-pos.text.0,22,branches,314.0
blackout-pos.text.0,23,creaking,100.0
blackout-pos.text.0,24,like,0.0
blackout-pos.text.0,25,skeletal,131.0
blackout-pos.text.0,26,fingers.,111.0
blackout-pos.text.0,27,Streetlights,0.0
blackout-pos.text.0,28,"flickered,",138.0
blackout-pos.text.0,29,casting,0.0
blackout-pos.text.0,30,eerie,296.0
blackout-pos.text.0,31,shadows,0.0
blackout-pos.text.0,32,on,101.0
blackout-pos.text.0,33,the,0.0
blackout-pos.text.0,34,pavement.,193.0
blackout-pos.text.0,35,But,263.0
blackout-pos.text.0,36,amidst,171.0
blackout-pos.text.0,37,the,0.0
blackout-pos.text.0,38,"chaos,",148.0
blackout-pos.text.1,92,property.,0.0
blackout-pos.text.1,93,A,0.0
blackout-pos.text.1,94,young,220.0
blackout-pos.text.1,95,"couple,",127.0
blackout-pos.text.1,96,"hand-in-hand,",145.0
blackout-pos.text.1,97,hesitantly,241.0
blackout-pos.text.1,98,approached,0.0
blackout-pos.text.1,99,the,235.0
blackout-pos.text.1,100,house.,0.0
blackout-pos.text.1,101,They,0.0
blackout-pos.text.1,102,exchanged,283.0
blackout-pos.text.1,103,nervous,0.0
blackout-pos.text.1,104,"glances,",311.0
blackout-pos.text.1,105,unsure,145.0
blackout-pos.text.1,106,if,0.0
blackout-pos.text.1,107,they,166.0
blackout-pos.text.1,108,should,0.0
blackout-pos.text.1,109,investigate,240.0
blackout-pos.text.1,110,further.,145.0
blackout-pos.text.1,111,Mrs.,0.0
blackout-pos.text.1,112,"Jenkins,",248.0
blackout-pos.text.1,113,"however,",123.0
blackout-pos.text.1,114,seemed,0.0
blackout-pos.text.1,115,entirely,188.0
blackout-pos.text.1,116,unbothered.,217.0
blackout-pos.text.1,117,She,0.0
blackout-pos.text.1,118,sipped,193.0
blackout-pos.text.1,119,tea,139.0
blackout-pos.text.1,120,from,0.0
blackout-pos.text.1,121,a,0.0
blackout-pos.text.1,122,delicate,128.0
blackout-pos.text.1,123,china,209.0
blackout-pos.text.1,124,"cup,",0.0
blackout-pos.text.1,125,oblivious,301.0
blackout-pos.text.1,126,to,0.0
blackout-pos.text.2,179,making,0.0
blackout-pos.text.2,180,their,174.0
blackout-pos.text.2,181,stomachs,200.0
blackout-pos.text.2,182,growl,0.0
blackout-pos.text.2,183,with,217.0
