stimulus,aoi_index,aoi_content,fprt
goldfish-zero.text.0,0,One,0.0
goldfish-zero.text.0,1,Last,0.0
goldfish-zero.text.0,2,Wish,0.0
goldfish-zero.text.0,3,Emma's,168.0
goldfish-zero.text.0,4,eyes,0.0
goldfish-zero.text.0,5,welled,334.0
goldfish-zero.text.0,6,up,0.0
goldfish-zero.text.0,7,with,271.0
goldfish-zero.text.0,8,tears,0.0
goldfish-zero.text.0,9,as,0.0
goldfish-zero.text.0,10,she,302.0
goldfish-zero.text.0,11,stared,0.0
goldfish-zero.text.0,12,at,0.0
goldfish-zero.text.0,13,the,246.0
goldfish-zero.text.0,14,lifeless,167.0
goldfish-zero.text.0,15,body,0.0
goldfish-zero.text.0,16,of,169.0
goldfish-zero.text.0,17,her,0.0
goldfish-zero.text.0,18,beloved,225.0
goldfish-zero.text.0,19,"goldfish,",0.0
goldfish-zero.text.0,20,Finley.,118.0
goldfish-zero.text.0,21,She,0.0
goldfish-zero.text.0,22,had,241.0
goldfish-zero.text.0,23,taken,373.0
goldfish-zero.text.0,24,care,202.0
goldfish-zero.text.0,25,of,311.0
goldfish-zero.text.0,26,him,0.0
goldfish-zero.text.0,27,for,0.0
goldfish-zero.text.0,28,as,211.0
goldfish-zero.text.0,29,long,0.0
goldfish-zero.text.0,30,as,0.0
goldfish-zero.text.0,31,she,367.0
goldfish-zero.text.0,32,could,353.0
goldfish-zero.text.0,33,"remember,",256.0
goldfish-zero.text.0,34,feeding,0.0
goldfish-zero.text.0,35,"him,",0.0
goldfish-zero.text.0,36,cleaning,163.0
goldfish-zero.text.0,37,his,0.0
goldfish-zero.text.0,38,"tank,",399.0
goldfish-zero.text.0,39,and,0.0
goldfish-zero.text.0,40,talking,419.0
goldfish-zero.text.0,41,to,0.0
goldfish-zero.text.0,42,him,0.0
goldfish-zero.text.0,43,every,813.0
goldfish-zero.text.0,44,day.,176.0
goldfish-zero.text.0,45,Finley,211.0
goldfish-zero.text.0,46,had,0.0
goldfish-zero.text.0,47,been,151.0
goldfish-zero.text.0,48,more,139.0
goldfish-zero.text.0,49,than,0.0
goldfish-zero.text.0,50,just,0.0
goldfish-zero.text.0,51,a,0.0
goldfish-zero.text.0,52,pet,153.0
goldfish-zero.text.0,53,to,0.0
goldfish-zero.text.0,54,Emma;,173.0
goldfish-zero.text.0,55,he,0.0
goldfish-zero.text.0,56,was,0.0
goldfish-zero.text.0,57,her,429.0
goldfish-zero.text.0,58,"confidant,",389.0
goldfish-zero.text.0,59,her,358.0
goldfish-zero.text.0,60,"friend,",0.0
goldfish-zero.text.0,61,and,287.0
goldfish-zero.text.0,62,her,0.0
goldfish-zero.text.0,63,constant,0.0
goldfish-zero.text.0,64,companion.,231.0
goldfish-zero.text.0,65,As,0.0
goldfish-zero.text.0,66,she,0.0
goldfish-zero.text.0,67,held,266.0
goldfish-zero.text.0,68,Finley's,166.0
goldfish-zero.text.0,69,limp,282.0
goldfish-zero.text.0,70,body,0.0
goldfish-zero.text.0,71,in,568.0
goldfish-zero.text.0,72,her,0.0
goldfish-zero.text.0,73,"hands,",0.0
goldfish-zero.text.0,74,Emma,219.0
goldfish-zero.text.0,75,couldn't,309.0
goldfish-zero.text.0,76,help,0.0
goldfish-zero.text.0,77,but,0.0
goldfish-zero.text.0,78,think,0.0
goldfish-zero.text.0,79,of,118.0
goldfish-zero.text.0,80,all,665.0
goldfish-zero.text.0,81,the,0.0
goldfish-zero.text.0,82,good,0.0
goldfish-zero.text.0,83,times,0.0
goldfish-zero.text.0,84,they,133.0
goldfish-zero.text.0,85,had,405.0
goldfish-zero.text.0,86,shared.,326.0
goldfish-zero.text.0,87,She,0.0
goldfish-zero.text.0,88,remembered,300.0
goldfish-zero.text.0,89,the,0.0
goldfish-zero.text.0,90,way,197.0
goldfish-zero.text.0,91,Finley,0.0
goldfish-zero.text.0,92,would,291.0
goldfish-zero.text.0,93,swim,0.0
goldfish-zero.text.0,94,up,163.0
goldfish-zero.text.0,95,to,112.0
goldfish-zero.text.0,96,the,0.0
goldfish-zero.text.0,97,glass,0.0
goldfish-zero.text.0,98,to,0.0
goldfish-zero.text.0,99,greet,0.0
goldfish-zero.text.0,100,her,119.0
goldfish-zero.text.0,101,when,0.0
goldfish-zero.text.0,102,she,0.0
goldfish-zero.text.0,103,came,135.0
goldfish-zero.text.0,104,home,0.0
goldfish-zero.text.0,105,from,0.0
goldfish-zero.text.0,106,"school,",0.0
goldfish-zero.text.0,107,the,0.0
goldfish-zero.text.0,108,way,0.0
goldfish-zero.text.0,109,he,0.0
goldfish-zero.text.0,110,would,224.0
goldfish-zero.text.0,111,dart,153.0
goldfish-zero.text.0,112,back,0.0
goldfish-zero.text.1,113,and,0.0
goldfish-zero.text.1,114,forth,295.0
goldfish-zero.text.1,115,in,0.0
goldfish-zero.text.1,116,excitement,609.0
goldfish-zero.text.1,117,when,0.0
goldfish-zero.text.1,118,she,306.0
goldfish-zero.text.1,119,fed,0.0
goldfish-zero.text.1,120,"him,",199.0
goldfish-zero.text.1,121,and,0.0
goldfish-zero.text.1,122,the,0.0
goldfish-zero.text.1,123,way,432.0
goldfish-zero.text.1,124,he,0.0
goldfish-zero.text.1,125,would,202.0
goldfish-zero.text.1,126,calm,333.0
goldfish-zero.text.1,127,down,189.0
goldfish-zero.text.1,128,when,0.0
goldfish-zero.text.1,129,she,0.0
goldfish-zero.text.1,130,sang,0.0
goldfish-zero.text.1,131,to,0.0
goldfish-zero.text.1,132,him.,118.0
goldfish-zero.text.1,133,As,0.0
goldfish-zero.text.1,134,she,0.0
goldfish-zero.text.1,135,looked,169.0
goldfish-zero.text.1,136,at,0.0
goldfish-zero.text.1,137,Finley's,193.0
goldfish-zero.text.1,138,lifeless,570.0
goldfish-zero.text.1,139,"body,",0.0
goldfish-zero.text.1,140,Emma,192.0
goldfish-zero.text.1,141,closed,220.0
goldfish-zero.text.1,142,her,0.0
goldfish-zero.text.1,143,eyes,166.0
goldfish-zero.text.1,144,and,0.0
goldfish-zero.text.1,145,made,190.0
goldfish-zero.text.1,146,a,0.0
goldfish-zero.text.1,147,wish.,211.0
goldfish-zero.text.1,148,"""Finley,",0.0
goldfish-zero.text.1,149,I,0.0
goldfish-zero.text.1,150,wish,0.0
goldfish-zero.text.1,151,for,0.0
goldfish-zero.text.1,152,you,0.0
goldfish-zero.text.1,153,to,0.0
goldfish-zero.text.1,154,come,0.0
goldfish-zero.text.1,155,back,111.0
goldfish-zero.text.1,156,to,0.0
goldfish-zero.text.1,157,"life,""",0.0
goldfish-zero.text.1,158,she,0.0
goldfish-zero.text.1,159,"whispered,",356.0
goldfish-zero.text.1,160,her,0.0
goldfish-zero.text.1,161,voice,391.0
goldfish-zero.text.1,162,shaking,283.0
goldfish-zero.text.1,163,with,108.0
goldfish-zero.text.1,164,emotion.,0.0
goldfish-zero.text.1,165,"""I",0.0
goldfish-zero.text.1,166,miss,151.0
goldfish-zero.text.1,167,you,398.0
goldfish-zero.text.1,168,so,0.0
goldfish-zero.text.1,169,"much,",107.0
goldfish-zero.text.1,170,and,0.0
goldfish-zero.text.1,171,I,0.0
goldfish-zero.text.1,172,don't,236.0
goldfish-zero.text.1,173,want,0.0
goldfish-zero.text.1,174,to,286.0
goldfish-zero.text.1,175,live,0.0
goldfish-zero.text.1,176,without,476.0
goldfish-zero.text.1,177,"you.""",0.0
goldfish-zero.text.1,178,To,0.0
goldfish-zero.text.1,179,Emma's,0.0
goldfish-zero.text.1,180,"amazement,",270.0
goldfish-zero.text.1,181,she,0.0
goldfish-zero.text.1,182,felt,398.0
goldfish-zero.text.1,183,a,0.0
goldfish-zero.text.1,184,strange,0.0
goldfish-zero.text.1,185,sensation,426.0
goldfish-zero.text.1,186,wash,374.0
goldfish-zero.text.1,187,over,324.0
goldfish-zero.text.1,188,"her,",0.0
goldfish-zero.text.1,189,like,248.0
goldfish-zero.text.1,190,a,0.0
goldfish-zero.text.1,191,warm,0.0
goldfish-zero.text.1,192,breeze,0.0
goldfish-zero.text.1,193,on,0.0
goldfish-zero.text.1,194,a,0.0
goldfish-zero.text.1,195,summer,126.0
goldfish-zero.text.1,196,day.,0.0
goldfish-zero.text.1,197,She,0.0
goldfish-zero.text.1,198,opened,370.0
goldfish-zero.text.1,199,her,0.0
goldfish-zero.text.1,200,eyes,223.0
goldfish-zero.text.1,201,to,0.0
goldfish-zero.text.1,202,find,252.0
goldfish-zero.text.1,203,Finley,0.0
goldfish-zero.text.1,204,swimming,372.0
goldfish-zero.text.1,205,around,287.0
goldfish-zero.text.1,206,his,0.0
goldfish-zero.text.1,207,"tank,",0.0
goldfish-zero.text.1,208,his,0.0
goldfish-zero.text.1,209,scales,135.0
goldfish-zero.text.1,210,shimmering,267.0
goldfish-zero.text.1,211,in,207.0
goldfish-zero.text.1,212,the,0.0
goldfish-zero.text.1,213,sunlight.,211.0
goldfish-zero.text.1,214,Emma,0.0
goldfish-zero.text.1,215,couldn't,184.0
goldfish-zero.text.1,216,believe,161.0
goldfish-zero.text.1,217,her,0.0
goldfish-zero.text.1,218,eyes,156.0
goldfish-zero.text.1,219,-,0.0
goldfish-zero.text.1,220,Finley,135.0
goldfish-zero.text.1,221,was,0.0
goldfish-zero.text.1,222,alive!,129.0
goldfish-zero.text.2,223,Over,0.0
goldfish-zero.text.2,224,the,0.0
goldfish-zero.text.2,225,next,354.0
goldfish-zero.text.2,226,few,0.0
goldfish-zero.text.2,227,"days,",180.0
goldfish-zero.text.2,228,Emma,0.0
goldfish-zero.text.2,229,was,232.0
goldfish-zero.text.2,230,overjoyed,132.0
goldfish-zero.text.2,231,to,264.0
goldfish-zero.text.2,232,have,0.0
goldfish-zero.text.2,233,Finley,223.0
goldfish-zero.text.2,234,back,0.0
goldfish-zero.text.2,235,by,0.0
goldfish-zero.text.2,236,her,365.0
goldfish-zero.text.2,237,side.,0.0
goldfish-zero.text.2,238,She,147.0
goldfish-zero.text.2,239,fed,0.0
goldfish-zero.text.2,240,"him,",0.0
goldfish-zero.text.2,241,played,0.0
goldfish-zero.text.2,242,with,138.0
goldfish-zero.text.2,243,"him,",100.0
goldfish-zero.text.2,244,and,0.0
goldfish-zero.text.2,245,even,0.0
goldfish-zero.text.2,246,sang,250.0
goldfish-zero.text.2,247,to,0.0
goldfish-zero.text.2,248,him,335.0
goldfish-zero.text.2,249,again.,226.0
goldfish-zero.text.2,250,But,0.0
goldfish-zero.text.2,251,as,0.0
goldfish-zero.text.2,252,the,351.0
goldfish-zero.text.2,253,days,320.0
goldfish-zero.text.2,254,went,243.0
goldfish-zero.text.2,255,"by,",0.0
goldfish-zero.text.2,256,Emma,149.0
goldfish-zero.text.2,257,began,0.0
goldfish-zero.text.2,258,to,0.0
goldfish-zero.text.2,259,notice,153.0
goldfish-zero.text.2,260,something,302.0
goldfish-zero.text.2,261,strange.,285.0
goldfish-zero.text.2,262,Every,334.0
goldfish-zero.text.2,263,time,0.0
goldfish-zero.text.2,264,she,0.0
goldfish-zero.text.2,265,made,419.0
goldfish-zero.text.2,266,a,0.0
goldfish-zero.text.2,267,"wish,",0.0
goldfish-zero.text.2,268,Finley,265.0
goldfish-zero.text.2,269,would,250.0
goldfish-zero.text.2,270,grant,0.0
goldfish-zero.text.2,271,"it,",0.0
goldfish-zero.text.2,272,no,556.0
goldfish-zero.text.2,273,matter,0.0
goldfish-zero.text.2,274,how,0.0
goldfish-zero.text.2,275,big,106.0
goldfish-zero.text.2,276,or,0.0
goldfish-zero.text.2,277,small.,0.0
goldfish-zero.text.2,278,At,0.0
goldfish-zero.text.2,279,"first,",0.0
goldfish-zero.text.2,280,it,0.0
goldfish-zero.text.2,281,was,124.0
goldfish-zero.text.2,282,just,0.0
goldfish-zero.text.2,283,little,166.0
goldfish-zero.text.2,284,things.,0.0
goldfish-zero.text.2,285,Emma,192.0
goldfish-zero.text.2,286,wished,0.0
goldfish-zero.text.2,287,for,275.0
goldfish-zero.text.2,288,a,0.0
goldfish-zero.text.2,289,new,0.0
goldfish-zero.text.2,290,"book,",161.0
goldfish-zero.text.2,291,and,0.0
goldfish-zero.text.2,292,Finley,159.0
goldfish-zero.text.2,293,would,218.0
goldfish-zero.text.2,294,swim,0.0
goldfish-zero.text.2,295,up,0.0
goldfish-zero.text.2,296,to,0.0
goldfish-zero.text.2,297,the,0.0
goldfish-zero.text.2,298,surface,139.0
goldfish-zero.text.2,299,of,0.0
goldfish-zero.text.2,300,the,0.0
goldfish-zero.text.2,301,"water,",0.0
goldfish-zero.text.2,302,and,0.0
goldfish-zero.text.2,303,a,0.0
goldfish-zero.text.2,304,book,326.0
goldfish-zero.text.2,305,would,0.0
goldfish-zero.text.2,306,float,362.0
goldfish-zero.text.2,307,to,243.0
goldfish-zero.text.2,308,the,0.0
goldfish-zero.text.2,309,top,0.0
goldfish-zero.text.2,310,of,308.0
goldfish-zero.text.2,311,the,0.0
goldfish-zero.text.2,312,tank.,536.0
goldfish-zero.text.2,313,Emma,154.0
goldfish-zero.text.2,314,wished,0.0
goldfish-zero.text.2,315,for,0.0
goldfish-zero.text.2,316,a,0.0
goldfish-zero.text.2,317,sunny,137.0
goldfish-zero.text.2,318,"day,",0.0
goldfish-zero.text.2,319,and,0.0
goldfish-zero.text.2,320,the,0.0
goldfish-zero.text.2,321,sun,305.0
goldfish-zero.text.2,322,would,0.0
goldfish-zero.text.2,323,shine,322.0
goldfish-zero.text.2,324,brightly,220.0
goldfish-zero.text.2,325,through,239.0
goldfish-zero.text.2,326,the,0.0
goldfish-zero.text.2,327,window.,103.0
goldfish-zero.text.2,328,But,191.0
goldfish-zero.text.2,329,as,0.0
goldfish-zero.text.2,330,time,0.0
goldfish-zero.text.2,331,went,0.0
goldfish-zero.text.2,332,"on,",0.0
goldfish-zero.text.2,333,Emma's,117.0
goldfish-zero.text.2,334,wishes,203.0
goldfish-zero.text.2,335,became,177.0
goldfish-zero.text.2,336,more,184.0
goldfish-zero.text.2,337,and,0.0
goldfish-zero.text.2,338,more,0.0
goldfish-zero.text.2,339,extravagant.,430.0
