stimulus,aoi_index,aoi_content,fprt
prize-pos.text.0,0,Second,630.0
prize-pos.text.0,1,Place,0.0
prize-pos.text.0,2,Emma,0.0
prize-pos.text.0,3,had,270.0
prize-pos.text.0,4,always,0.0
prize-pos.text.0,5,been,0.0
prize-pos.text.0,6,the,157.0
prize-pos.text.0,7,perpetual,472.0
prize-pos.text.0,8,"bridesmaid,",133.0
prize-pos.text.0,9,the,0.0
prize-pos.text.0,10,perpetual,293.0
prize-pos.text.0,11,"runner-up,",217.0
prize-pos.text.0,12,the,0.0
prize-pos.text.0,13,perpetual,0.0
prize-pos.text.0,14,almost-but-not-quite.,153.0
prize-pos.text.0,15,It,0.0
prize-pos.text.0,16,wasn't,217.0
prize-pos.text.0,17,just,0.0
prize-pos.text.0,18,limited,0.0
prize-pos.text.0,19,to,254.0
prize-pos.text.0,20,"contests,",162.0
prize-pos.text.0,21,either.,541.0
prize-pos.text.0,22,"Relationships,",304.0
prize-pos.text.0,23,"friendships,",269.0
prize-pos.text.0,24,even,0.0
prize-pos.text.0,25,everyday,264.0
prize-pos.text.0,26,accomplishments,298.0
prize-pos.text.0,27,–,0.0
prize-pos.text.0,28,she,0.0
prize-pos.text.0,29,consistently,268.0
prize-pos.text.0,30,found,186.0
prize-pos.text.0,31,herself,0.0
prize-pos.text.0,32,finishing,360.0
prize-pos.text.0,33,second.,0.0
prize-pos.text.0,34,Her,202.0
prize-pos.text.0,35,friends,0.0
prize-pos.text.0,36,would,184.0
prize-pos.text.0,37,tease,0.0
prize-pos.text.0,38,her,0.0
prize-pos.text.0,39,"good-naturedly,",203.0
prize-pos.text.0,40,calling,141.0
prize-pos.text.0,41,her,0.0
prize-pos.text.0,42,"""Runner-up",374.0
prize-pos.text.0,43,"Emma""",147.0
prize-pos.text.0,44,behind,0.0
prize-pos.text.0,45,her,0.0
prize-pos.text.0,46,"back,",179.0
prize-pos.text.0,47,but,0.0
prize-pos.text.0,48,deep,0.0
prize-pos.text.0,49,"down,",333.0
prize-pos.text.0,50,it,0.0
prize-pos.text.0,51,stung.,847.0
prize-pos.text.0,52,As,0.0
prize-pos.text.0,53,she,0.0
prize-pos.text.0,54,entered,0.0
prize-pos.text.0,55,"adulthood,",0.0
prize-pos.text.0,56,the,0.0
prize-pos.text.0,57,feeling,174.0
prize-pos.text.0,58,only,117.0
prize-pos.text.0,59,intensified.,163.0
prize-pos.text.0,60,She,0.0
prize-pos.text.0,61,applied,224.0
prize-pos.text.0,62,for,178.0
prize-pos.text.0,63,"jobs,",0.0
prize-pos.text.0,64,"internships,",220.0
prize-pos.text.0,65,and,0.0
prize-pos.text.0,66,graduate,0.0
prize-pos.text.0,67,"programs,",193.0
prize-pos.text.0,68,only,0.0
prize-pos.text.0,69,to,0.0
prize-pos.text.0,70,be,259.0
prize-pos.text.0,71,rejected,0.0
prize-pos.text.0,72,in,0.0
prize-pos.text.0,73,favor,120.0
prize-pos.text.0,74,of,0.0
prize-pos.text.0,75,more,164.0
prize-pos.text.0,76,qualified,0.0
prize-pos.text.0,77,candidates.,196.0
prize-pos.text.0,78,Her,0.0
prize-pos.text.0,79,romantic,236.0
prize-pos.text.0,80,relationships,0.0
prize-pos.text.0,81,fizzled,249.0
prize-pos.text.0,82,"out,",0.0
prize-pos.text.0,83,as,0.0
prize-pos.text.0,84,her,0.0
prize-pos.text.0,85,partners,263.0
prize-pos.text.0,86,inevitably,372.0
prize-pos.text.0,87,found,0.0
prize-pos.text.1,88,someone,194.0
prize-pos.text.1,89,more,0.0
prize-pos.text.1,90,"successful,",243.0
prize-pos.text.1,91,more,0.0
prize-pos.text.1,92,"charming,",339.0
prize-pos.text.1,93,or,0.0
prize-pos.text.1,94,more,0.0
prize-pos.text.1,95,outgoing.,258.0
prize-pos.text.1,96,Even,0.0
prize-pos.text.1,97,her,344.0
prize-pos.text.1,98,"hobbies,",0.0
prize-pos.text.1,99,like,126.0
prize-pos.text.1,100,painting,226.0
prize-pos.text.1,101,and,0.0
prize-pos.text.1,102,"writing,",0.0
prize-pos.text.1,103,were,160.0
prize-pos.text.1,104,consistently,270.0
prize-pos.text.1,105,overshadowed,476.0
prize-pos.text.1,106,by,184.0
prize-pos.text.1,107,more,0.0
prize-pos.text.1,108,talented,613.0
prize-pos.text.1,109,peers.,184.0
prize-pos.text.1,110,One,0.0
prize-pos.text.1,111,"day,",0.0
prize-pos.text.1,112,while,311.0
prize-pos.text.1,113,browsing,204.0
prize-pos.text.1,114,social,0.0
prize-pos.text.1,115,"media,",0.0
prize-pos.text.1,116,Emma,0.0
prize-pos.text.1,117,stumbled,236.0
prize-pos.text.1,118,upon,0.0
prize-pos.text.1,119,an,0.0
prize-pos.text.1,120,unusual,491.0
prize-pos.text.1,121,contest.,175.0
prize-pos.text.1,122,A,0.0
prize-pos.text.1,123,mysterious,0.0
prize-pos.text.1,124,"organization,",129.0
prize-pos.text.1,125,known,0.0
prize-pos.text.1,126,only,0.0
prize-pos.text.1,127,by,0.0
prize-pos.text.1,128,its,0.0
prize-pos.text.1,129,cryptic,0.0
prize-pos.text.1,130,slogan,0.0
prize-pos.text.1,131,"""The",0.0
prize-pos.text.1,132,Pursuit,223.0
prize-pos.text.1,133,of,0.0
prize-pos.text.1,134,"Excellence,""",132.0
prize-pos.text.1,135,was,0.0
prize-pos.text.1,136,offering,0.0
prize-pos.text.1,137,a,0.0
prize-pos.text.1,138,grand,0.0
prize-pos.text.1,139,prize:,136.0
prize-pos.text.1,140,a,0.0
prize-pos.text.1,141,"single,",0.0
prize-pos.text.1,142,"unassuming,",196.0
prize-pos.text.1,143,nondescript,363.0
prize-pos.text.1,144,box,0.0
prize-pos.text.1,145,with,161.0
prize-pos.text.1,146,no,0.0
prize-pos.text.1,147,discernible,284.0
prize-pos.text.1,148,label,0.0
prize-pos.text.1,149,or,0.0
prize-pos.text.1,150,description.,260.0
prize-pos.text.1,151,Entrants,310.0
prize-pos.text.1,152,were,0.0
prize-pos.text.1,153,encouraged,286.0
prize-pos.text.1,154,to,0.0
prize-pos.text.1,155,submit,212.0
prize-pos.text.1,156,their,0.0
prize-pos.text.1,157,most,182.0
prize-pos.text.1,158,outstanding,288.0
prize-pos.text.1,159,"achievement,",0.0
prize-pos.text.1,160,no,102.0
prize-pos.text.1,161,matter,0.0
prize-pos.text.1,162,how,0.0
prize-pos.text.1,163,small,194.0
prize-pos.text.1,164,or,0.0
prize-pos.text.1,165,insignificant,287.0
prize-pos.text.1,166,it,0.0
prize-pos.text.1,167,seemed.,182.0
prize-pos.text.1,168,Emma,0.0
prize-pos.text.1,169,"hesitated,",0.0
prize-pos.text.1,170,but,0.0
prize-pos.text.1,171,something,121.0
prize-pos.text.1,172,about,0.0
prize-pos.text.1,173,the,0.0
prize-pos.text.1,174,simplicity,245.0
prize-pos.text.1,175,of,0.0
prize-pos.text.1,176,the,0.0
prize-pos.text.1,177,contest,229.0
prize-pos.text.1,178,resonated,180.0
prize-pos.text.1,179,with,0.0
prize-pos.text.1,180,her.,0.0
prize-pos.text.1,181,She,0.0
prize-pos.text.1,182,spent,219.0
prize-pos.text.1,183,hours,0.0
prize-pos.text.1,184,agonizing,177.0
prize-pos.text.1,185,over,0.0
prize-pos.text.1,186,what,0.0
prize-pos.text.1,187,to,0.0
prize-pos.text.1,188,"submit,",364.0
prize-pos.text.1,189,finally,0.0
prize-pos.text.1,190,settling,220.0
prize-pos.text.1,191,on,0.0
prize-pos.text.1,192,a,0.0
