stimulus,aoi_index,aoi_content,fprt
blackout-zero.text.0,0,The,0.0
blackout-zero.text.0,1,Last,0.0
blackout-zero.text.0,2,Light,0.0
blackout-zero.text.0,3,On,0.0
blackout-zero.text.0,4,The,0.0
blackout-zero.text.0,5,darkness,173.0
blackout-zero.text.0,6,was,277.0
blackout-zero.text.0,7,"palpable,",0.0
blackout-zero.text.0,8,a,0.0
blackout-zero.text.0,9,"living,",175.0
blackout-zero.text.0,10,breathing,179.0
blackout-zero.text.0,11,entity,0.0
blackout-zero.text.0,12,that,172.0
blackout-zero.text.0,13,wrapped,160.0
blackout-zero.text.0,14,itself,0.0
blackout-zero.text.0,15,around,105.0
blackout-zero.text.0,16,the,0.0
blackout-zero.text.0,17,neighborhood,321.0
blackout-zero.text.0,18,like,0.0
blackout-zero.text.0,19,a,254.0
blackout-zero.text.0,20,shroud.,0.0
blackout-zero.text.0,21,It,0.0
blackout-zero.text.0,22,was,0.0
blackout-zero.text.0,23,as,222.0
blackout-zero.text.0,24,if,0.0
blackout-zero.text.0,25,the,0.0
blackout-zero.text.0,26,very,267.0
blackout-zero.text.0,27,fabric,0.0
blackout-zero.text.0,28,of,0.0
blackout-zero.text.0,29,reality,292.0
blackout-zero.text.0,30,had,0.0
blackout-zero.text.0,31,been,188.0
blackout-zero.text.0,32,torn,0.0
blackout-zero.text.0,33,"apart,",0.0
blackout-zero.text.0,34,leaving,0.0
blackout-zero.text.0,35,only,213.0
blackout-zero.text.0,36,an,0.0
blackout-zero.text.0,37,inky,136.0
blackout-zero.text.0,38,blackness,0.0
blackout-zero.text.0,39,that,0.0
blackout-zero.text.0,40,seemed,103.0
blackout-zero.text.0,41,to,0.0
blackout-zero.text.0,42,have,0.0
blackout-zero.text.0,43,a,0.0
blackout-zero.text.0,44,life,189.0
blackout-zero.text.0,45,of,0.0
blackout-zero.text.0,46,its,0.0
blackout-zero.text.0,47,own.,0.0
blackout-zero.text.0,48,The,0.0
blackout-zero.text.0,49,streets,297.0
blackout-zero.text.0,50,were,0.0
blackout-zero.text.0,51,"deserted,",0.0
blackout-zero.text.0,52,the,141.0
blackout-zero.text.0,53,only,0.0
blackout-zero.text.0,54,sound,217.0
blackout-zero.text.0,55,the,0.0
blackout-zero.text.0,56,distant,222.0
blackout-zero.text.0,57,hum,0.0
blackout-zero.text.0,58,of,0.0
blackout-zero.text.0,59,generators,128.0
blackout-zero.text.0,60,and,0.0
blackout-zero.text.0,61,the,0.0
blackout-zero.text.0,62,creaking,259.0
blackout-zero.text.0,63,of,0.0
blackout-zero.text.0,64,trees,0.0
blackout-zero.text.0,65,swaying,0.0
blackout-zero.text.0,66,in,182.0
blackout-zero.text.0,67,the,0.0
blackout-zero.text.0,68,wind.,0.0
blackout-zero.text.0,69,But,0.0
blackout-zero.text.0,70,"then,",134.0
blackout-zero.text.0,71,like,0.0
blackout-zero.text.0,72,a,0.0
blackout-zero.text.0,73,beacon,185.0
blackout-zero.text.0,74,of,0.0
blackout-zero.text.0,75,"hope,",161.0
blackout-zero.text.0,76,a,0.0
blackout-zero.text.0,77,single,311.0
blackout-zero.text.0,78,light,0.0
blackout-zero.text.0,79,flickered,205.0
blackout-zero.text.0,80,to,0.0
