stimulus,aoi_index,aoi_content,fprt
breakfast-zero.text.0,0,Breakfast,192.0
breakfast-zero.text.0,1,with,187.0
breakfast-zero.text.0,2,a,0.0
breakfast-zero.text.0,3,Stranger,373.0
breakfast-zero.text.0,4,I,0.0
breakfast-zero.text.0,5,slid,0.0
breakfast-zero.text.0,6,into,460.0
breakfast-zero.text.0,7,the,361.0
breakfast-zero.text.0,8,"booth,",168.0
breakfast-zero.text.0,9,the,0.0
breakfast-zero.text.0,10,worn,402.0
breakfast-zero.text.0,11,vinyl,333.0
breakfast-zero.text.0,12,creaking,564.0
breakfast-zero.text.0,13,beneath,192.0
breakfast-zero.text.0,14,me.,0.0
breakfast-zero.text.0,15,The,164.0
breakfast-zero.text.0,16,diner,257.0
breakfast-zero.text.0,17,was,200.0
breakfast-zero.text.0,18,a,0.0
breakfast-zero.text.0,19,staple,280.0
breakfast-zero.text.0,20,in,640.0
breakfast-zero.text.0,21,this,0.0
breakfast-zero.text.0,22,small,0.0
breakfast-zero.text.0,23,"town,",136.0
breakfast-zero.text.0,24,a,0.0
breakfast-zero.text.0,25,place,416.0
breakfast-zero.text.0,26,where,853.0
breakfast-zero.text.0,27,everyone,201.0
breakfast-zero.text.0,28,knew,294.0
breakfast-zero.text.0,29,"everyone,",166.0
breakfast-zero.text.0,30,and,0.0
breakfast-zero.text.0,31,the,311.0
breakfast-zero.text.0,32,coffee,382.0
breakfast-zero.text.0,33,was,332.0
breakfast-zero.text.0,34,always,147.0
breakfast-zero.text.0,35,hot.,0.0
breakfast-zero.text.0,36,I,0.0
breakfast-zero.text.0,37,took,145.0
breakfast-zero.text.0,38,a,250.0
breakfast-zero.text.0,39,seat,372.0
breakfast-zero.text.0,40,at,0.0
breakfast-zero.text.0,41,the,350.0
breakfast-zero.text.0,42,counter,142.0
breakfast-zero.text.0,43,and,0.0
breakfast-zero.text.0,44,perused,213.0
breakfast-zero.text.0,45,the,323.0
breakfast-zero.text.0,46,"menu,",385.0
breakfast-zero.text.0,47,my,145.0
breakfast-zero.text.0,48,stomach,245.0
breakfast-zero.text.0,49,growling,345.0
breakfast-zero.text.0,50,in,129.0
breakfast-zero.text.0,51,anticipation,0.0
breakfast-zero.text.0,52,of,0.0
breakfast-zero.text.0,53,a,0.0
breakfast-zero.text.0,54,hearty,116.0
breakfast-zero.text.0,55,breakfast.,237.0
breakfast-zero.text.0,56,The,0.0
breakfast-zero.text.0,57,"waitress,",417.0
breakfast-zero.text.0,58,a,0.0
breakfast-zero.text.0,59,friendly,450.0
breakfast-zero.text.0,60,woman,235.0
breakfast-zero.text.0,61,with,380.0
breakfast-zero.text.0,62,a,0.0
breakfast-zero.text.0,63,warm,219.0
breakfast-zero.text.0,64,"smile,",129.0
breakfast-zero.text.0,65,came,0.0
breakfast-zero.text.0,66,over,214.0
breakfast-zero.text.0,67,to,0.0
breakfast-zero.text.0,68,take,303.0
breakfast-zero.text.0,69,my,0.0
breakfast-zero.text.0,70,order.,245.0
breakfast-zero.text.0,71,"""What",0.0
breakfast-zero.text.0,72,can,0.0
breakfast-zero.text.0,73,I,0.0
breakfast-zero.text.0,74,get,115.0
breakfast-zero.text.0,75,for,224.0
breakfast-zero.text.0,76,"ya,",0.0
breakfast-zero.text.0,77,"hon?""",192.0
breakfast-zero.text.0,78,she,0.0
breakfast-zero.text.0,79,"asked,",294.0
breakfast-zero.text.0,80,her,0.0
breakfast-zero.text.0,81,pen,409.0
breakfast-zero.text.0,82,poised,239.0
breakfast-zero.text.0,83,over,380.0
breakfast-zero.text.0,84,her,0.0
breakfast-zero.text.0,85,notepad.,449.0
breakfast-zero.text.0,86,"""I'll",0.0
breakfast-zero.text.0,87,have,0.0
breakfast-zero.text.0,88,the,0.0
breakfast-zero.text.0,89,eggs,0.0
breakfast-zero.text.0,90,over,105.0
breakfast-zero.text.0,91,"easy,",434.0
breakfast-zero.text.0,92,"toast,",959.0
breakfast-zero.text.0,93,and,0.0
breakfast-zero.text.0,94,a,0.0
breakfast-zero.text.0,95,cup,677.0
breakfast-zero.text.0,96,of,269.0
breakfast-zero.text.0,97,"coffee,",246.0
breakfast-zero.text.0,98,"please,""",171.0
breakfast-zero.text.0,99,I,0.0
breakfast-zero.text.0,100,"replied,",278.0
breakfast-zero.text.0,101,scanning,307.0
breakfast-zero.text.1,102,the,0.0
breakfast-zero.text.1,103,menu,379.0
breakfast-zero.text.1,104,one,0.0
breakfast-zero.text.1,105,last,245.0
breakfast-zero.text.1,106,time.,162.0
breakfast-zero.text.1,107,She,0.0
breakfast-zero.text.1,108,nodded,254.0
breakfast-zero.text.1,109,and,337.0
breakfast-zero.text.1,110,scribbled,407.0
breakfast-zero.text.1,111,down,345.0
breakfast-zero.text.1,112,my,0.0
breakfast-zero.text.1,113,order.,198.0
breakfast-zero.text.1,114,"""Comin'",269.0
breakfast-zero.text.1,115,right,0.0
breakfast-zero.text.1,116,"up!""",219.0
breakfast-zero.text.1,117,she,142.0
breakfast-zero.text.1,118,"said,",222.0
breakfast-zero.text.1,119,disappearing,153.0
breakfast-zero.text.1,120,into,0.0
breakfast-zero.text.1,121,the,164.0
breakfast-zero.text.1,122,kitchen.,0.0
breakfast-zero.text.1,123,A,0.0
breakfast-zero.text.1,124,few,122.0
breakfast-zero.text.1,125,minutes,194.0
breakfast-zero.text.1,126,"later,",339.0
breakfast-zero.text.1,127,she,198.0
breakfast-zero.text.1,128,returned,209.0
breakfast-zero.text.1,129,with,110.0
breakfast-zero.text.1,130,a,267.0
breakfast-zero.text.1,131,plate,261.0
breakfast-zero.text.1,132,piled,394.0
breakfast-zero.text.1,133,high,113.0
breakfast-zero.text.1,134,with,221.0
breakfast-zero.text.1,135,scrambled,288.0
breakfast-zero.text.1,136,"eggs,",304.0
breakfast-zero.text.1,137,crispy,131.0
breakfast-zero.text.1,138,"bacon,",0.0
breakfast-zero.text.1,139,and,0.0
breakfast-zero.text.1,140,a,131.0
breakfast-zero.text.1,141,slice,519.0
breakfast-zero.text.1,142,of,179.0
breakfast-zero.text.1,143,toast.,195.0
breakfast-zero.text.1,144,I,0.0
breakfast-zero.text.1,145,dug,256.0
breakfast-zero.text.1,146,"in,",0.0
breakfast-zero.text.1,147,savoring,491.0
breakfast-zero.text.1,148,the,0.0
breakfast-zero.text.1,149,flavors,356.0
