stimulus,aoi_index,aoi_content,fprt
goldfish-zero.text.0,0,One,0.0
goldfish-zero.text.0,1,Last,0.0
goldfish-zero.text.0,2,Wish,0.0
goldfish-zero.text.0,3,Emma's,0.0
goldfish-zero.text.0,4,eyes,0.0
goldfish-zero.text.0,5,welled,0.0
goldfish-zero.text.0,6,up,0.0
goldfish-zero.text.0,7,with,0.0
goldfish-zero.text.0,8,tears,0.0
goldfish-zero.text.0,9,as,0.0
goldfish-zero.text.0,10,she,0.0
goldfish-zero.text.0,11,stared,0.0
goldfish-zero.text.0,12,at,0.0
goldfish-zero.text.0,13,the,0.0
goldfish-zero.text.0,14,lifeless,0.0
goldfish-zero.text.0,15,body,0.0
goldfish-zero.text.0,16,of,0.0
goldfish-zero.text.0,17,her,0.0
goldfish-zero.text.0,18,beloved,0.0
goldfish-zero.text.0,19,"goldfish,",0.0
goldfish-zero.text.0,20,Finley.,0.0
goldfish-zero.text.0,21,She,0.0
goldfish-zero.text.0,22,had,0.0
goldfish-zero.text.0,23,taken,0.0
goldfish-zero.text.0,24,care,0.0
goldfish-zero.text.0,25,of,0.0
goldfish-zero.text.0,26,him,0.0
goldfish-zero.text.0,27,for,0.0
goldfish-zero.text.0,28,as,0.0
goldfish-zero.text.0,29,long,0.0
goldfish-zero.text.0,30,as,0.0
goldfish-zero.text.0,31,she,0.0
goldfish-zero.text.0,32,could,0.0
goldfish-zero.text.0,33,"remember,",0.0
goldfish-zero.text.0,34,feeding,0.0
goldfish-zero.text.0,35,"him,",0.0
goldfish-zero.text.0,36,cleaning,0.0
goldfish-zero.text.0,37,his,0.0
goldfish-zero.text.0,38,"tank,",0.0
goldfish-zero.text.0,39,and,742.0
goldfish-zero.text.0,40,talking,0.0
goldfish-zero.text.0,41,to,0.0
goldfish-zero.text.0,42,him,0.0
goldfish-zero.text.0,43,every,0.0
goldfish-zero.text.0,44,day.,0.0
goldfish-zero.text.0,45,Finley,0.0
goldfish-zero.text.0,46,had,0.0
goldfish-zero.text.0,47,been,0.0
goldfish-zero.text.0,48,more,0.0
goldfish-zero.text.0,49,than,0.0
goldfish-zero.text.0,50,just,103.0
goldfish-zero.text.0,51,a,0.0
goldfish-zero.text.0,52,pet,120.0
goldfish-zero.text.0,53,to,0.0
goldfish-zero.text.0,54,Emma;,120.0
goldfish-zero.text.0,55,he,0.0
goldfish-zero.text.0,56,was,0.0
goldfish-zero.text.0,57,her,0.0
goldfish-zero.text.0,58,"confidant,",0.0
goldfish-zero.text.0,59,her,0.0
goldfish-zero.text.0,60,"friend,",209.0
goldfish-zero.text.0,61,and,0.0
goldfish-zero.text.0,62,her,0.0
goldfish-zero.text.0,63,constant,0.0
goldfish-zero.text.0,64,companion.,0.0
goldfish-zero.text.0,65,As,0.0
goldfish-zero.text.0,66,she,0.0
goldfish-zero.text.0,67,held,116.0
goldfish-zero.text.0,68,Finley's,0.0
goldfish-zero.text.0,69,limp,109.0
goldfish-zero.text.0,70,body,133.0
goldfish-zero.text.0,71,in,0.0
goldfish-zero.text.0,72,her,202.0
goldfish-zero.text.0,73,"hands,",225.0
goldfish-zero.text.0,74,Emma,221.0
goldfish-zero.text.0,75,couldn't,203.0
goldfish-zero.text.0,76,help,243.0
goldfish-zero.text.0,77,but,181.0
goldfish-zero.text.0,78,think,831.0
goldfish-zero.text.0,79,of,0.0
goldfish-zero.text.0,80,all,292.0
goldfish-zero.text.0,81,the,192.0
goldfish-zero.text.0,82,good,0.0
goldfish-zero.text.0,83,times,0.0
goldfish-zero.text.0,84,they,0.0
goldfish-zero.text.0,85,had,0.0
goldfish-zero.text.0,86,shared.,0.0
goldfish-zero.text.0,87,She,0.0
goldfish-zero.text.0,88,remembered,0.0
goldfish-zero.text.0,89,the,0.0
goldfish-zero.text.0,90,way,0.0
goldfish-zero.text.0,91,Finley,0.0
goldfish-zero.text.0,92,would,0.0
goldfish-zero.text.0,93,swim,0.0
goldfish-zero.text.0,94,up,0.0
goldfish-zero.text.0,95,to,0.0
goldfish-zero.text.0,96,the,0.0
goldfish-zero.text.0,97,glass,107.0
goldfish-zero.text.0,98,to,0.0
goldfish-zero.text.0,99,greet,164.0
goldfish-zero.text.0,100,her,0.0
goldfish-zero.text.0,101,when,0.0
goldfish-zero.text.0,102,she,0.0
goldfish-zero.text.0,103,came,290.0
goldfish-zero.text.0,104,home,283.0
goldfish-zero.text.0,105,from,190.0
goldfish-zero.text.0,106,"school,",397.0
goldfish-zero.text.0,107,the,0.0
goldfish-zero.text.0,108,way,281.0
goldfish-zero.text.0,109,he,229.0
goldfish-zero.text.0,110,would,444.0
goldfish-zero.text.0,111,dart,281.0
goldfish-zero.text.0,112,back,0.0
goldfish-zero.text.1,113,and,0.0
goldfish-zero.text.1,114,forth,130.0
goldfish-zero.text.1,115,in,0.0
goldfish-zero.text.1,116,excitement,277.0
goldfish-zero.text.1,117,when,0.0
goldfish-zero.text.1,118,she,253.0
goldfish-zero.text.1,119,fed,120.0
goldfish-zero.text.1,120,"him,",0.0
goldfish-zero.text.1,121,and,0.0
goldfish-zero.text.1,122,the,115.0
goldfish-zero.text.1,123,way,270.0
goldfish-zero.text.1,124,he,0.0
goldfish-zero.text.1,125,would,494.0
goldfish-zero.text.1,126,calm,277.0
goldfish-zero.text.1,127,down,164.0
goldfish-zero.text.1,128,when,104.0
goldfish-zero.text.1,129,she,100.0
goldfish-zero.text.1,130,sang,381.0
goldfish-zero.text.1,131,to,0.0
goldfish-zero.text.1,132,him.,382.0
goldfish-zero.text.1,133,As,0.0
goldfish-zero.text.1,134,she,557.0
goldfish-zero.text.1,135,looked,368.0
goldfish-zero.text.1,136,at,289.0
goldfish-zero.text.1,137,Finley's,574.0
goldfish-zero.text.1,138,lifeless,422.0
goldfish-zero.text.1,139,"body,",223.0
goldfish-zero.text.1,140,Emma,210.0
goldfish-zero.text.1,141,closed,0.0
goldfish-zero.text.1,142,her,236.0
goldfish-zero.text.1,143,eyes,242.0
goldfish-zero.text.1,144,and,0.0
goldfish-zero.text.1,145,made,230.0
goldfish-zero.text.1,146,a,159.0
goldfish-zero.text.1,147,wish.,0.0
goldfish-zero.text.1,148,"""Finley,",0.0
goldfish-zero.text.1,149,I,100.0
goldfish-zero.text.1,150,wish,381.0
goldfish-zero.text.1,151,for,102.0
goldfish-zero.text.1,152,you,292.0
goldfish-zero.text.1,153,to,111.0
goldfish-zero.text.1,154,come,277.0
goldfish-zero.text.1,155,back,0.0
goldfish-zero.text.1,156,to,291.0
goldfish-zero.text.1,157,"life,""",202.0
goldfish-zero.text.1,158,she,0.0
goldfish-zero.text.1,159,"whispered,",1138.0
goldfish-zero.text.1,160,her,0.0
goldfish-zero.text.1,161,voice,482.0
goldfish-zero.text.1,162,shaking,264.0
goldfish-zero.text.1,163,with,0.0
goldfish-zero.text.1,164,emotion.,107.0
goldfish-zero.text.1,165,"""I",0.0
goldfish-zero.text.1,166,miss,0.0
goldfish-zero.text.1,167,you,201.0
goldfish-zero.text.1,168,so,229.0
goldfish-zero.text.1,169,"much,",288.0
goldfish-zero.text.1,170,and,0.0
goldfish-zero.text.1,171,I,301.0
goldfish-zero.text.1,172,don't,458.0
goldfish-zero.text.1,173,want,275.0
goldfish-zero.text.1,174,to,422.0
goldfish-zero.text.1,175,live,316.0
goldfish-zero.text.1,176,without,749.0
goldfish-zero.text.1,177,"you.""",0.0
goldfish-zero.text.1,178,To,0.0
goldfish-zero.text.1,179,Emma's,745.0
goldfish-zero.text.1,180,"amazement,",562.0
goldfish-zero.text.1,181,she,0.0
goldfish-zero.text.1,182,felt,409.0
goldfish-zero.text.1,183,a,208.0
goldfish-zero.text.1,184,strange,307.0
goldfish-zero.text.1,185,sensation,620.0
goldfish-zero.text.1,186,wash,149.0
goldfish-zero.text.1,187,over,0.0
goldfish-zero.text.1,188,"her,",369.0
goldfish-zero.text.1,189,like,415.0
goldfish-zero.text.1,190,a,0.0
goldfish-zero.text.1,191,warm,130.0
goldfish-zero.text.1,192,breeze,203.0
goldfish-zero.text.1,193,on,0.0
goldfish-zero.text.1,194,a,0.0
goldfish-zero.text.1,195,summer,0.0
goldfish-zero.text.1,196,day.,236.0
goldfish-zero.text.1,197,She,0.0
goldfish-zero.text.1,198,opened,0.0
goldfish-zero.text.1,199,her,130.0
goldfish-zero.text.1,200,eyes,236.0
goldfish-zero.text.1,201,to,0.0
goldfish-zero.text.1,202,find,0.0
goldfish-zero.text.1,203,Finley,303.0
goldfish-zero.text.1,204,swimming,267.0
goldfish-zero.text.1,205,around,222.0
goldfish-zero.text.1,206,his,0.0
goldfish-zero.text.1,207,"tank,",0.0
goldfish-zero.text.1,208,his,172.0
goldfish-zero.text.1,209,scales,122.0
goldfish-zero.text.1,210,shimmering,0.0
goldfish-zero.text.1,211,in,0.0
goldfish-zero.text.1,212,the,0.0
goldfish-zero.text.1,213,sunlight.,0.0
goldfish-zero.text.1,214,Emma,0.0
goldfish-zero.text.1,215,couldn't,0.0
goldfish-zero.text.1,216,believe,0.0
goldfish-zero.text.1,217,her,0.0
goldfish-zero.text.1,218,eyes,0.0
goldfish-zero.text.1,219,-,0.0
goldfish-zero.text.1,220,Finley,0.0
goldfish-zero.text.1,221,was,0.0
goldfish-zero.text.1,222,alive!,0.0
goldfish-zero.text.2,223,Over,288.0
goldfish-zero.text.2,224,the,0.0
goldfish-zero.text.2,225,next,394.0
goldfish-zero.text.2,226,few,0.0
goldfish-zero.text.2,227,"days,",0.0
goldfish-zero.text.2,228,Emma,178.0
goldfish-zero.text.2,229,was,0.0
goldfish-zero.text.2,230,overjoyed,567.0
goldfish-zero.text.2,231,to,140.0
goldfish-zero.text.2,232,have,240.0
goldfish-zero.text.2,233,Finley,287.0
goldfish-zero.text.2,234,back,316.0
goldfish-zero.text.2,235,by,0.0
goldfish-zero.text.2,236,her,423.0
goldfish-zero.text.2,237,side.,0.0
goldfish-zero.text.2,238,She,170.0
goldfish-zero.text.2,239,fed,0.0
goldfish-zero.text.2,240,"him,",0.0
goldfish-zero.text.2,241,played,308.0
goldfish-zero.text.2,242,with,0.0
goldfish-zero.text.2,243,"him,",0.0
goldfish-zero.text.2,244,and,0.0
goldfish-zero.text.2,245,even,0.0
goldfish-zero.text.2,246,sang,0.0
goldfish-zero.text.2,247,to,0.0
goldfish-zero.text.2,248,him,0.0
goldfish-zero.text.2,249,again.,0.0
goldfish-zero.text.2,250,But,0.0
goldfish-zero.text.2,251,as,0.0
goldfish-zero.text.2,252,the,0.0
goldfish-zero.text.2,253,days,0.0
goldfish-zero.text.2,254,went,128.0
goldfish-zero.text.2,255,"by,",0.0
goldfish-zero.text.2,256,Emma,142.0
goldfish-zero.text.2,257,began,312.0
goldfish-zero.text.2,258,to,0.0
goldfish-zero.text.2,259,notice,314.0
goldfish-zero.text.2,260,something,370.0
goldfish-zero.text.2,261,strange.,310.0
goldfish-zero.text.2,262,Every,395.0
goldfish-zero.text.2,263,time,0.0
goldfish-zero.text.2,264,she,180.0
goldfish-zero.text.2,265,made,665.0
goldfish-zero.text.2,266,a,0.0
goldfish-zero.text.2,267,"wish,",283.0
goldfish-zero.text.2,268,Finley,226.0
goldfish-zero.text.2,269,would,206.0
goldfish-zero.text.2,270,grant,195.0
goldfish-zero.text.2,271,"it,",0.0
goldfish-zero.text.2,272,no,0.0
goldfish-zero.text.2,273,matter,257.0
goldfish-zero.text.2,274,how,168.0
goldfish-zero.text.2,275,big,0.0
goldfish-zero.text.2,276,or,0.0
goldfish-zero.text.2,277,small.,0.0
goldfish-zero.text.2,278,At,0.0
goldfish-zero.text.2,279,"first,",315.0
goldfish-zero.text.2,280,it,0.0
goldfish-zero.text.2,281,was,0.0
goldfish-zero.text.2,282,just,391.0
goldfish-zero.text.2,283,little,1120.0
goldfish-zero.text.2,284,things.,227.0
goldfish-zero.text.2,285,Emma,192.0
goldfish-zero.text.2,286,wished,389.0
goldfish-zero.text.2,287,for,0.0
goldfish-zero.text.2,288,a,0.0
goldfish-zero.text.2,289,new,229.0
goldfish-zero.text.2,290,"book,",294.0
goldfish-zero.text.2,291,and,166.0
goldfish-zero.text.2,292,Finley,127.0
goldfish-zero.text.2,293,would,236.0
goldfish-zero.text.2,294,swim,0.0
goldfish-zero.text.2,295,up,0.0
goldfish-zero.text.2,296,to,264.0
goldfish-zero.text.2,297,the,0.0
goldfish-zero.text.2,298,surface,0.0
goldfish-zero.text.2,299,of,119.0
goldfish-zero.text.2,300,the,104.0
goldfish-zero.text.2,301,"water,",280.0
goldfish-zero.text.2,302,and,0.0
goldfish-zero.text.2,303,a,315.0
goldfish-zero.text.2,304,book,177.0
goldfish-zero.text.2,305,would,263.0
goldfish-zero.text.2,306,float,470.0
goldfish-zero.text.2,307,to,0.0
goldfish-zero.text.2,308,the,219.0
goldfish-zero.text.2,309,top,0.0
goldfish-zero.text.2,310,of,140.0
goldfish-zero.text.2,311,the,0.0
goldfish-zero.text.2,312,tank.,103.0
goldfish-zero.text.2,313,Emma,107.0
goldfish-zero.text.2,314,wished,324.0
goldfish-zero.text.2,315,for,0.0
goldfish-zero.text.2,316,a,0.0
goldfish-zero.text.2,317,sunny,0.0
goldfish-zero.text.2,318,"day,",0.0
goldfish-zero.text.2,319,and,0.0
goldfish-zero.text.2,320,the,153.0
goldfish-zero.text.2,321,sun,0.0
goldfish-zero.text.2,322,would,195.0
goldfish-zero.text.2,323,shine,0.0
goldfish-zero.text.2,324,brightly,0.0
goldfish-zero.text.2,325,through,0.0
goldfish-zero.text.2,326,the,0.0
goldfish-zero.text.2,327,window.,217.0
goldfish-zero.text.2,328,But,135.0
goldfish-zero.text.2,329,as,0.0
goldfish-zero.text.2,330,time,0.0
goldfish-zero.text.2,331,went,0.0
goldfish-zero.text.2,332,"on,",108.0
goldfish-zero.text.2,333,Emma's,0.0
goldfish-zero.text.2,334,wishes,0.0
goldfish-zero.text.2,335,became,0.0
goldfish-zero.text.2,336,more,0.0
goldfish-zero.text.2,337,and,0.0
goldfish-zero.text.2,338,more,0.0
goldfish-zero.text.2,339,extravagant.,305.0
