stimulus,aoi_index,aoi_content,fprt
breakfast-pos.text.0,0,Breakfast,173.0
breakfast-pos.text.0,1,with,227.0
breakfast-pos.text.0,2,a,198.0
breakfast-pos.text.0,3,Stranger,0.0
breakfast-pos.text.0,4,The,0.0
breakfast-pos.text.0,5,diner's,304.0
breakfast-pos.text.0,6,fluorescent,192.0
breakfast-pos.text.0,7,lights,0.0
breakfast-pos.text.0,8,hummed,223.0
breakfast-pos.text.0,9,"overhead,",280.0
breakfast-pos.text.0,10,casting,293.0
breakfast-pos.text.0,11,an,209.0
breakfast-pos.text.0,12,unforgiving,355.0
breakfast-pos.text.0,13,glare,239.0
breakfast-pos.text.0,14,over,170.0
breakfast-pos.text.0,15,the,0.0
breakfast-pos.text.0,16,Formica,332.0
breakfast-pos.text.0,17,countertops,352.0
breakfast-pos.text.0,18,and,0.0
breakfast-pos.text.0,19,vinyl,0.0
breakfast-pos.text.0,20,booths.,342.0
breakfast-pos.text.0,21,Rachel,0.0
breakfast-pos.text.0,22,settled,209.0
breakfast-pos.text.0,23,into,0.0
breakfast-pos.text.0,24,her,0.0
breakfast-pos.text.0,25,usual,203.0
breakfast-pos.text.0,26,"booth,",0.0
breakfast-pos.text.0,27,scanning,252.0
breakfast-pos.text.0,28,the,0.0
breakfast-pos.text.0,29,menu,0.0
breakfast-pos.text.0,30,with,189.0
breakfast-pos.text.0,31,practiced,175.0
breakfast-pos.text.0,32,familiarity.,121.0
breakfast-pos.text.0,33,She,0.0
breakfast-pos.text.0,34,ordered,274.0
breakfast-pos.text.0,35,her,0.0
breakfast-pos.text.0,36,usual,112.0
breakfast-pos.text.0,37,breakfast:,0.0
breakfast-pos.text.0,38,scrambled,211.0
breakfast-pos.text.0,39,"eggs,",217.0
breakfast-pos.text.0,40,crispy,0.0
breakfast-pos.text.0,41,"bacon,",138.0
breakfast-pos.text.0,42,and,0.0
breakfast-pos.text.0,43,whole-grain,462.0
breakfast-pos.text.0,44,toast.,0.0
breakfast-pos.text.0,45,The,0.0
breakfast-pos.text.0,46,"waitress,",402.0
breakfast-pos.text.0,47,a,0.0
breakfast-pos.text.0,48,bleary-eyed,215.0
breakfast-pos.text.0,49,woman,0.0
breakfast-pos.text.0,50,named,350.0
breakfast-pos.text.0,51,"Darla,",233.0
breakfast-pos.text.0,52,scribbled,254.0
breakfast-pos.text.0,53,down,0.0
breakfast-pos.text.0,54,the,0.0
breakfast-pos.text.0,55,order,250.0
breakfast-pos.text.0,56,and,0.0
breakfast-pos.text.0,57,trudged,0.0
breakfast-pos.text.0,58,"away,",282.0
breakfast-pos.text.0,59,leaving,279.0
breakfast-pos.text.0,60,Rachel,0.0
breakfast-pos.text.0,61,to,0.0
breakfast-pos.text.0,62,wait.,230.0
breakfast-pos.text.0,63,Minutes,314.0
breakfast-pos.text.0,64,ticked,0.0
breakfast-pos.text.0,65,"by,",0.0
breakfast-pos.text.0,66,and,0.0
breakfast-pos.text.0,67,Rachel's,0.0
breakfast-pos.text.0,68,stomach,304.0
breakfast-pos.text.0,69,growled,0.0
breakfast-pos.text.0,70,in,134.0
breakfast-pos.text.0,71,anticipation.,0.0
breakfast-pos.text.0,72,When,183.0
breakfast-pos.text.0,73,Darla,136.0
breakfast-pos.text.0,74,returned,455.0
breakfast-pos.text.0,75,with,0.0
breakfast-pos.text.0,76,a,0.0
breakfast-pos.text.0,77,steaming,280.0
breakfast-pos.text.0,78,"plate,",0.0
breakfast-pos.text.0,79,Rachel's,0.0
breakfast-pos.text.0,80,eyes,324.0
breakfast-pos.text.0,81,widened,0.0
breakfast-pos.text.0,82,in,0.0
breakfast-pos.text.0,83,confusion.,254.0
breakfast-pos.text.0,84,Instead,519.0
breakfast-pos.text.0,85,of,413.0
breakfast-pos.text.0,86,"eggs,",0.0
breakfast-pos.text.1,87,"bacon,",491.0
breakfast-pos.text.1,88,and,0.0
breakfast-pos.text.1,89,"toast,",0.0
breakfast-pos.text.1,90,Darla,0.0
breakfast-pos.text.1,91,set,0.0
breakfast-pos.text.1,92,down,0.0
breakfast-pos.text.1,93,a,0.0
breakfast-pos.text.1,94,plate,0.0
breakfast-pos.text.1,95,piled,0.0
breakfast-pos.text.1,96,high,0.0
breakfast-pos.text.1,97,with,0.0
breakfast-pos.text.1,98,"pancakes,",0.0
breakfast-pos.text.1,99,syrup-drenched,0.0
breakfast-pos.text.1,100,and,0.0
breakfast-pos.text.1,101,steaming.,149.0
breakfast-pos.text.1,102,"Confused,",0.0
breakfast-pos.text.1,103,Rachel,262.0
breakfast-pos.text.1,104,asked,0.0
breakfast-pos.text.1,105,Darla,0.0
