stimulus,aoi_index,aoi_content,fprt
blackout-zero.text.0,8,a,159.0
blackout-zero.text.0,9,"living,",270.0
blackout-zero.text.0,10,breathing,149.0
blackout-zero.text.0,11,entity,168.0
blackout-zero.text.0,12,that,248.0
blackout-zero.text.0,13,wrapped,305.0
blackout-zero.text.0,14,itself,0.0
blackout-zero.text.0,15,around,306.0
blackout-zero.text.0,16,the,0.0
blackout-zero.text.0,21,It,0.0
blackout-zero.text.0,22,was,226.0
blackout-zero.text.0,23,as,0.0
blackout-zero.text.0,24,if,0.0
blackout-zero.text.0,25,the,119.0
blackout-zero.text.0,26,very,245.0
blackout-zero.text.0,27,fabric,272.0
blackout-zero.text.0,28,of,0.0
blackout-zero.text.0,29,reality,136.0
blackout-zero.text.0,30,had,123.0
blackout-zero.text.0,31,been,255.0
blackout-zero.text.0,32,torn,0.0
blackout-zero.text.0,33,"apart,",115.0
blackout-zero.text.0,34,leaving,412.0
blackout-zero.text.0,35,only,243.0
blackout-zero.text.0,36,an,0.0
blackout-zero.text.0,37,inky,261.0
blackout-zero.text.0,38,blackness,391.0
blackout-zero.text.0,39,that,0.0
blackout-zero.text.0,40,seemed,299.0
blackout-zero.text.0,41,to,0.0
blackout-zero.text.0,42,have,0.0
blackout-zero.text.0,43,a,283.0
blackout-zero.text.0,44,life,114.0
blackout-zero.text.0,45,of,0.0
blackout-zero.text.0,46,its,0.0
blackout-zero.text.0,47,own.,0.0
blackout-zero.text.0,48,The,221.0
blackout-zero.text.0,49,streets,343.0
blackout-zero.text.0,50,were,0.0
blackout-zero.text.0,51,"deserted,",173.0
blackout-zero.text.0,52,the,137.0
blackout-zero.text.0,53,only,194.0
blackout-zero.text.0,54,sound,193.0
blackout-zero.text.0,55,the,118.0
blackout-zero.text.0,56,distant,331.0
blackout-zero.text.0,57,hum,141.0
blackout-zero.text.0,58,of,0.0
blackout-zero.text.0,59,generators,156.0
blackout-zero.text.0,60,and,172.0
blackout-zero.text.0,61,the,0.0
blackout-zero.text.0,62,creaking,264.0
blackout-zero.text.0,63,of,101.0
blackout-zero.text.0,64,trees,0.0
blackout-zero.text.0,65,swaying,354.0
blackout-zero.text.0,66,in,139.0
blackout-zero.text.0,67,the,0.0
blackout-zero.text.0,68,wind.,115.0
blackout-zero.text.0,69,But,0.0
blackout-zero.text.0,70,"then,",150.0
blackout-zero.text.0,71,like,151.0
blackout-zero.text.0,72,a,114.0
blackout-zero.text.0,73,beacon,129.0
blackout-zero.text.0,74,of,0.0
blackout-zero.text.0,75,"hope,",159.0
blackout-zero.text.0,76,a,0.0
blackout-zero.text.0,77,single,106.0
blackout-zero.text.0,78,light,307.0
blackout-zero.text.0,79,flickered,164.0
blackout-zero.text.0,80,to,0.0
blackout-zero.text.0,81,life,0.0
blackout-zero.text.0,82,in,0.0
blackout-zero.text.0,83,the,187.0
blackout-zero.text.0,84,distance.,299.0
blackout-zero.text.0,85,It,0.0
blackout-zero.text.0,86,was,208.0
blackout-zero.text.0,87,a,0.0
blackout-zero.text.0,88,"warm,",0.0
blackout-zero.text.0,89,golden,203.0
blackout-zero.text.0,90,glow,172.0
blackout-zero.text.0,91,that,0.0
blackout-zero.text.0,92,seemed,330.0
blackout-zero.text.0,93,to,0.0
blackout-zero.text.0,94,pulse,797.0
blackout-zero.text.0,95,with,0.0
blackout-zero.text.0,96,an,0.0
blackout-zero.text.0,97,otherworldly,241.0
blackout-zero.text.0,98,energy.,191.0
blackout-zero.text.0,99,The,257.0
blackout-zero.text.0,100,light,593.0
blackout-zero.text.0,101,grew,0.0
blackout-zero.text.0,102,"brighter,",371.0
blackout-zero.text.0,103,illuminating,334.0
blackout-zero.text.0,104,the,0.0
blackout-zero.text.0,105,darkened,456.0
blackout-zero.text.0,106,streets,0.0
blackout-zero.text.0,107,and,0.0
blackout-zero.text.0,108,casting,148.0
blackout-zero.text.0,109,long,0.0
blackout-zero.text.0,110,shadows,185.0
blackout-zero.text.0,111,across,147.0
blackout-zero.text.0,112,the,148.0
blackout-zero.text.1,119,people,360.0
blackout-zero.text.1,120,began,0.0
blackout-zero.text.1,121,to,168.0
blackout-zero.text.1,122,emerge,211.0
blackout-zero.text.1,123,from,0.0
blackout-zero.text.1,124,their,0.0
blackout-zero.text.1,125,hiding,207.0
blackout-zero.text.1,126,"places,",247.0
blackout-zero.text.1,127,their,0.0
blackout-zero.text.1,128,faces,196.0
blackout-zero.text.1,135,and,0.0
blackout-zero.text.1,136,trepidation.,350.0
blackout-zero.text.1,137,They,0.0
blackout-zero.text.1,138,approached,564.0
blackout-zero.text.1,139,the,0.0
blackout-zero.text.1,140,source,0.0
blackout-zero.text.1,141,of,178.0
blackout-zero.text.1,142,the,204.0
blackout-zero.text.1,143,light,0.0
blackout-zero.text.1,144,"cautiously,",170.0
blackout-zero.text.1,145,their,198.0
blackout-zero.text.1,146,eyes,185.0
blackout-zero.text.1,147,fixed,0.0
blackout-zero.text.1,148,on,0.0
