stimulus,aoi_index,aoi_content,fprt
delayed-pos.text.0,0,Delayed,391.0
delayed-pos.text.0,1,Flight,515.0
delayed-pos.text.0,2,The,0.0
delayed-pos.text.0,3,storm,251.0
delayed-pos.text.0,4,raged,175.0
delayed-pos.text.0,5,"outside,",172.0
delayed-pos.text.0,6,its,0.0
delayed-pos.text.0,7,fury,356.0
delayed-pos.text.0,8,unrelenting,613.0
delayed-pos.text.0,9,as,0.0
delayed-pos.text.0,10,the,406.0
delayed-pos.text.0,11,airport's,543.0
delayed-pos.text.0,12,fluorescent,522.0
delayed-pos.text.0,13,lights,211.0
delayed-pos.text.0,14,flickered,439.0
delayed-pos.text.0,15,ominously.,519.0
delayed-pos.text.0,16,Rachel,715.0
delayed-pos.text.0,17,huddled,915.0
delayed-pos.text.0,18,under,422.0
delayed-pos.text.0,19,a,0.0
delayed-pos.text.0,20,dripping,274.0
delayed-pos.text.0,21,"umbrella,",348.0
delayed-pos.text.0,22,scanning,367.0
delayed-pos.text.0,23,the,0.0
delayed-pos.text.0,24,departures,579.0
delayed-pos.text.0,25,board,275.0
delayed-pos.text.0,26,with,0.0
delayed-pos.text.0,27,growing,396.0
delayed-pos.text.0,28,desperation.,429.0
delayed-pos.text.0,29,Another,309.0
delayed-pos.text.0,30,"delay,",182.0
delayed-pos.text.0,31,another,297.0
delayed-pos.text.0,32,missed,155.0
delayed-pos.text.0,33,"connection,",305.0
delayed-pos.text.0,34,another,271.0
delayed-pos.text.0,35,missed,204.0
delayed-pos.text.0,36,opportunity.,350.0
delayed-pos.text.0,37,Across,236.0
delayed-pos.text.0,38,the,0.0
delayed-pos.text.0,39,"terminal,",284.0
delayed-pos.text.0,40,Jack,266.0
delayed-pos.text.0,41,slumped,408.0
delayed-pos.text.0,42,against,444.0
delayed-pos.text.0,43,a,140.0
delayed-pos.text.0,44,"pillar,",298.0
delayed-pos.text.0,45,nursing,304.0
delayed-pos.text.0,46,a,0.0
delayed-pos.text.0,47,lukewarm,380.0
delayed-pos.text.0,48,coffee.,120.0
delayed-pos.text.0,49,His,365.0
delayed-pos.text.0,50,phone,275.0
delayed-pos.text.0,51,buzzed,190.0
delayed-pos.text.0,52,"incessantly,",1532.0
delayed-pos.text.0,53,a,0.0
delayed-pos.text.0,54,constant,1214.0
delayed-pos.text.0,55,reminder,295.0
delayed-pos.text.0,56,of,0.0
delayed-pos.text.0,57,his,134.0
delayed-pos.text.0,58,impending,285.0
delayed-pos.text.0,59,flight,402.0
delayed-pos.text.0,60,cancellation.,313.0
delayed-pos.text.0,61,Frustration,308.0
delayed-pos.text.0,62,simmered,147.0
delayed-pos.text.0,63,just,102.0
delayed-pos.text.0,64,below,228.0
delayed-pos.text.0,65,the,0.0
delayed-pos.text.0,66,"surface,",237.0
delayed-pos.text.0,67,threatening,870.0
delayed-pos.text.0,68,to,0.0
delayed-pos.text.0,69,boil,0.0
delayed-pos.text.0,70,over.,0.0
delayed-pos.text.1,71,As,327.0
delayed-pos.text.1,72,the,0.0
delayed-pos.text.1,73,storm,178.0
delayed-pos.text.1,74,"intensified,",536.0
delayed-pos.text.1,75,the,392.0
delayed-pos.text.1,76,airport's,216.0
delayed-pos.text.1,77,speakers,349.0
