stimulus,aoi_index,aoi_content,fprt
goldfish-neg.text.0,0,One,490.0
goldfish-neg.text.0,1,Last,463.0
goldfish-neg.text.0,2,Wish,0.0
goldfish-neg.text.0,3,As,0.0
goldfish-neg.text.0,4,the,228.0
goldfish-neg.text.0,5,sun,270.0
goldfish-neg.text.0,6,set,223.0
goldfish-neg.text.0,7,on,225.0
goldfish-neg.text.0,8,the,428.0
goldfish-neg.text.0,9,small,620.0
goldfish-neg.text.0,10,town,505.0
goldfish-neg.text.0,11,of,0.0
goldfish-neg.text.0,12,Willow,444.0
goldfish-neg.text.0,13,"Creek,",183.0
goldfish-neg.text.0,14,a,202.0
goldfish-neg.text.0,15,young,217.0
goldfish-neg.text.0,16,girl,213.0
goldfish-neg.text.0,17,named,391.0
goldfish-neg.text.0,18,Lily,0.0
goldfish-neg.text.0,19,sat,613.0
goldfish-neg.text.0,20,by,0.0
goldfish-neg.text.0,21,the,269.0
goldfish-neg.text.0,22,edge,0.0
goldfish-neg.text.0,23,of,496.0
goldfish-neg.text.0,24,her,0.0
goldfish-neg.text.0,25,"bed,",325.0
goldfish-neg.text.0,26,her,188.0
goldfish-neg.text.0,27,eyes,384.0
goldfish-neg.text.0,28,fixed,321.0
goldfish-neg.text.0,29,on,0.0
goldfish-neg.text.0,30,the,336.0
goldfish-neg.text.0,31,small,217.0
goldfish-neg.text.0,32,tank,253.0
goldfish-neg.text.0,33,in,0.0
goldfish-neg.text.0,34,the,261.0
goldfish-neg.text.0,35,corner,284.0
goldfish-neg.text.0,36,of,0.0
goldfish-neg.text.0,37,her,283.0
goldfish-neg.text.0,38,room.,0.0
goldfish-neg.text.0,39,Her,429.0
goldfish-neg.text.0,40,pet,0.0
goldfish-neg.text.0,41,"goldfish,",468.0
goldfish-neg.text.0,42,"Finley,",295.0
goldfish-neg.text.0,43,had,267.0
goldfish-neg.text.0,44,been,554.0
goldfish-neg.text.0,45,by,196.0
goldfish-neg.text.0,46,her,0.0
goldfish-neg.text.0,47,side,273.0
goldfish-neg.text.0,48,for,295.0
goldfish-neg.text.0,49,as,0.0
goldfish-neg.text.0,50,long,224.0
goldfish-neg.text.0,51,as,0.0
goldfish-neg.text.0,52,she,393.0
goldfish-neg.text.0,53,could,191.0
goldfish-neg.text.0,54,remember.,267.0
goldfish-neg.text.0,55,He,353.0
goldfish-neg.text.0,56,was,0.0
goldfish-neg.text.0,57,more,0.0
goldfish-neg.text.0,58,than,185.0
goldfish-neg.text.0,59,just,199.0
goldfish-neg.text.0,60,a,0.0
goldfish-neg.text.0,61,pet,0.0
goldfish-neg.text.0,62,-,0.0
goldfish-neg.text.0,63,he,302.0
goldfish-neg.text.0,64,was,0.0
goldfish-neg.text.0,65,her,221.0
goldfish-neg.text.0,66,best,279.0
goldfish-neg.text.0,67,friend.,646.0
goldfish-neg.text.0,68,As,0.0
goldfish-neg.text.0,69,the,606.0
goldfish-neg.text.0,70,days,195.0
goldfish-neg.text.0,71,went,378.0
goldfish-neg.text.0,72,"by,",0.0
goldfish-neg.text.0,73,Lily,638.0
goldfish-neg.text.0,74,noticed,380.0
goldfish-neg.text.0,75,that,278.0
goldfish-neg.text.0,76,Finley,208.0
goldfish-neg.text.0,77,wasn't,191.0
goldfish-neg.text.0,78,swimming,215.0
goldfish-neg.text.0,79,as,147.0
goldfish-neg.text.0,80,much,256.0
goldfish-neg.text.0,81,as,0.0
goldfish-neg.text.0,82,he,221.0
goldfish-neg.text.0,83,used,0.0
goldfish-neg.text.0,84,to.,0.0
goldfish-neg.text.0,85,She,0.0
