stimulus,aoi_index,aoi_content,fprt
delayed-neg.text.0,0,Delayed,534.0
delayed-neg.text.0,1,Flight,577.0
delayed-neg.text.0,2,As,317.0
delayed-neg.text.0,3,the,0.0
delayed-neg.text.0,4,storm,159.0
delayed-neg.text.0,5,rolled,197.0
delayed-neg.text.0,6,"in,",413.0
delayed-neg.text.0,7,the,283.0
delayed-neg.text.0,8,airport,0.0
delayed-neg.text.0,9,was,213.0
delayed-neg.text.0,10,transformed,509.0
delayed-neg.text.0,11,into,224.0
delayed-neg.text.0,12,a,0.0
delayed-neg.text.0,13,scene,238.0
delayed-neg.text.0,14,from,274.0
delayed-neg.text.0,15,a,0.0
delayed-neg.text.0,16,bad,257.0
delayed-neg.text.0,17,movie.,0.0
delayed-neg.text.0,18,The,0.0
delayed-neg.text.0,19,howling,478.0
delayed-neg.text.0,20,wind,174.0
delayed-neg.text.0,21,and,0.0
delayed-neg.text.0,22,lashing,185.0
delayed-neg.text.0,23,rain,203.0
delayed-neg.text.0,24,made,122.0
delayed-neg.text.0,25,it,249.0
delayed-neg.text.0,26,difficult,236.0
delayed-neg.text.0,27,to,0.0
delayed-neg.text.0,28,see,249.0
delayed-neg.text.0,29,more,208.0
delayed-neg.text.0,30,than,441.0
delayed-neg.text.0,31,a,0.0
delayed-neg.text.0,32,few,178.0
delayed-neg.text.0,33,feet,182.0
delayed-neg.text.0,34,in,0.0
delayed-neg.text.0,35,front,0.0
delayed-neg.text.0,36,of,0.0
delayed-neg.text.0,37,"you,",0.0
delayed-neg.text.0,38,and,0.0
delayed-neg.text.0,39,the,0.0
delayed-neg.text.0,40,sound,0.0
delayed-neg.text.0,41,of,0.0
delayed-neg.text.0,42,thunder,0.0
delayed-neg.text.0,43,boomed,128.0
delayed-neg.text.0,44,through,291.0
delayed-neg.text.0,45,the,271.0
delayed-neg.text.0,46,air,0.0
delayed-neg.text.0,47,like,180.0
delayed-neg.text.0,48,a,0.0
delayed-neg.text.0,49,never-ending,805.0
delayed-neg.text.0,50,drumbeat.,603.0
delayed-neg.text.0,51,Sarah,294.0
delayed-neg.text.0,52,huddled,203.0
delayed-neg.text.0,53,in,0.0
delayed-neg.text.0,54,her,198.0
delayed-neg.text.0,55,"jacket,",0.0
delayed-neg.text.0,56,trying,242.0
delayed-neg.text.0,57,to,0.0
delayed-neg.text.0,58,stay,154.0
delayed-neg.text.0,59,warm,190.0
delayed-neg.text.0,60,as,0.0
delayed-neg.text.0,61,she,213.0
delayed-neg.text.0,62,waited,188.0
delayed-neg.text.0,63,for,136.0
delayed-neg.text.0,64,her,0.0
delayed-neg.text.0,65,flight,498.0
delayed-neg.text.0,66,to,0.0
delayed-neg.text.0,67,be,149.0
delayed-neg.text.0,68,called.,0.0
delayed-neg.text.0,69,She,0.0
delayed-neg.text.0,70,had,202.0
delayed-neg.text.0,71,been,197.0
delayed-neg.text.0,72,stuck,199.0
delayed-neg.text.0,73,in,0.0
delayed-neg.text.0,74,the,150.0
delayed-neg.text.0,75,airport,0.0
delayed-neg.text.0,76,for,245.0
delayed-neg.text.0,77,"hours,",0.0
delayed-neg.text.0,78,and,0.0
delayed-neg.text.0,79,she,247.0
delayed-neg.text.0,80,was,124.0
delayed-neg.text.0,81,starting,190.0
delayed-neg.text.0,82,to,150.0
delayed-neg.text.0,83,lose,583.0
delayed-neg.text.0,84,hope.,0.0
delayed-neg.text.0,85,Just,216.0
delayed-neg.text.0,86,as,0.0
delayed-neg.text.0,87,she,237.0
delayed-neg.text.0,88,was,223.0
delayed-neg.text.0,89,starting,178.0
delayed-neg.text.0,90,to,0.0
delayed-neg.text.0,91,feel,0.0
delayed-neg.text.0,92,like,259.0
delayed-neg.text.0,93,she,149.0
delayed-neg.text.0,94,was,0.0
delayed-neg.text.0,95,the,0.0
delayed-neg.text.0,96,only,218.0
delayed-neg.text.0,97,one,303.0
delayed-neg.text.0,98,left,0.0
delayed-neg.text.0,99,in,0.0
delayed-neg.text.0,100,the,0.0
delayed-neg.text.0,101,"world,",0.0
delayed-neg.text.0,102,she,0.0
delayed-neg.text.0,103,heard,282.0
delayed-neg.text.0,104,a,0.0
delayed-neg.text.0,105,voice,0.0
delayed-neg.text.0,106,behind,112.0
delayed-neg.text.0,107,her.,0.0
delayed-neg.text.1,108,"""Mind",0.0
delayed-neg.text.1,109,if,216.0
delayed-neg.text.1,110,I,0.0
delayed-neg.text.1,111,join,153.0
delayed-neg.text.1,112,"you?""",0.0
delayed-neg.text.1,113,it,515.0
delayed-neg.text.1,114,said.,469.0
delayed-neg.text.1,115,Sarah,354.0
delayed-neg.text.1,116,turned,175.0
delayed-neg.text.1,117,to,0.0
delayed-neg.text.1,118,see,260.0
delayed-neg.text.1,119,a,0.0
delayed-neg.text.1,120,man,172.0
delayed-neg.text.1,121,with,260.0
delayed-neg.text.1,122,a,0.0
delayed-neg.text.1,123,kind,158.0
delayed-neg.text.1,124,face,0.0
delayed-neg.text.1,125,and,286.0
delayed-neg.text.1,126,a,0.0
delayed-neg.text.1,127,warm,309.0
delayed-neg.text.1,128,smile.,0.0
delayed-neg.text.1,129,He,324.0
delayed-neg.text.1,130,was,182.0
delayed-neg.text.1,131,holding,106.0
delayed-neg.text.1,132,a,0.0
delayed-neg.text.1,133,cup,0.0
delayed-neg.text.1,134,of,0.0
delayed-neg.text.1,135,coffee,312.0
delayed-neg.text.1,136,and,0.0
delayed-neg.text.1,137,looked,457.0
delayed-neg.text.1,138,like,0.0
delayed-neg.text.1,139,he,326.0
delayed-neg.text.1,140,had,101.0
delayed-neg.text.1,141,been,230.0
delayed-neg.text.1,142,waiting,106.0
delayed-neg.text.1,143,for,0.0
delayed-neg.text.1,144,just,209.0
delayed-neg.text.1,145,as,0.0
delayed-neg.text.1,146,long,244.0
delayed-neg.text.1,147,as,234.0
delayed-neg.text.1,148,she,0.0
delayed-neg.text.1,149,had.,159.0
delayed-neg.text.1,150,"""Not",0.0
delayed-neg.text.1,151,at,0.0
delayed-neg.text.1,152,"all,""",141.0
delayed-neg.text.1,153,Sarah,215.0
delayed-neg.text.1,154,"replied,",214.0
delayed-neg.text.1,155,taking,245.0
delayed-neg.text.1,156,the,152.0
delayed-neg.text.1,157,cup,0.0
delayed-neg.text.1,158,from,297.0
delayed-neg.text.1,159,him.,0.0
delayed-neg.text.1,160,"""I'm",0.0
delayed-neg.text.1,161,Sarah.,351.0
delayed-neg.text.1,162,And,296.0
delayed-neg.text.1,163,you,358.0
delayed-neg.text.1,164,"are...?""",0.0
delayed-neg.text.1,165,"""I'm",324.0
delayed-neg.text.1,166,"Alex,""",262.0
delayed-neg.text.1,167,he,0.0
delayed-neg.text.1,168,"said,",0.0
delayed-neg.text.1,169,taking,390.0
delayed-neg.text.1,170,a,0.0
delayed-neg.text.1,171,seat,203.0
delayed-neg.text.1,172,next,217.0
delayed-neg.text.1,173,to,0.0
delayed-neg.text.1,174,her.,0.0
delayed-neg.text.1,175,"""Nice",0.0
delayed-neg.text.1,176,to,330.0
delayed-neg.text.1,177,meet,425.0
delayed-neg.text.1,178,"you,",241.0
delayed-neg.text.1,179,"Sarah.""",543.0
delayed-neg.text.1,180,As,0.0
delayed-neg.text.1,181,they,139.0
delayed-neg.text.1,182,sipped,251.0
delayed-neg.text.1,183,their,166.0
delayed-neg.text.1,184,coffee,0.0
delayed-neg.text.1,185,and,232.0
delayed-neg.text.1,186,waited,164.0
delayed-neg.text.1,187,for,0.0
delayed-neg.text.1,188,the,0.0
delayed-neg.text.1,189,storm,152.0
delayed-neg.text.1,190,to,0.0
delayed-neg.text.1,191,"pass,",147.0
delayed-neg.text.1,192,they,0.0
delayed-neg.text.1,193,started,266.0
delayed-neg.text.1,194,talking.,197.0
delayed-neg.text.1,195,Sarah,0.0
delayed-neg.text.1,196,learned,140.0
delayed-neg.text.1,197,that,200.0
delayed-neg.text.1,198,Alex,0.0
delayed-neg.text.1,199,was,0.0
delayed-neg.text.1,200,on,430.0
delayed-neg.text.1,201,his,0.0
delayed-neg.text.1,202,way,0.0
delayed-neg.text.1,203,to,0.0
delayed-neg.text.1,204,a,169.0
delayed-neg.text.1,205,job,0.0
delayed-neg.text.1,206,interview,0.0
delayed-neg.text.1,207,in,0.0
delayed-neg.text.1,208,another,617.0
delayed-neg.text.1,209,"city,",0.0
delayed-neg.text.1,210,and,0.0
delayed-neg.text.1,211,she,276.0
delayed-neg.text.1,212,was,121.0
delayed-neg.text.2,213,on,0.0
delayed-neg.text.2,214,her,171.0
delayed-neg.text.2,215,way,0.0
delayed-neg.text.2,216,to,0.0
delayed-neg.text.2,217,visit,152.0
delayed-neg.text.2,218,her,0.0
delayed-neg.text.2,219,sister,111.0
delayed-neg.text.2,220,who,274.0
delayed-neg.text.2,221,lived,147.0
delayed-neg.text.2,222,on,0.0
delayed-neg.text.2,223,the,283.0
delayed-neg.text.2,224,other,140.0
delayed-neg.text.2,225,side,161.0
delayed-neg.text.2,226,of,0.0
delayed-neg.text.2,227,the,122.0
delayed-neg.text.2,228,country.,0.0
delayed-neg.text.2,229,As,0.0
delayed-neg.text.2,230,they,337.0
delayed-neg.text.2,231,"chatted,",0.0
delayed-neg.text.2,232,Sarah,203.0
delayed-neg.text.2,233,found,232.0
delayed-neg.text.2,234,herself,198.0
delayed-neg.text.2,235,opening,318.0
delayed-neg.text.2,236,up,115.0
delayed-neg.text.2,237,to,0.0
delayed-neg.text.2,238,Alex,0.0
delayed-neg.text.2,239,in,0.0
delayed-neg.text.2,240,a,0.0
delayed-neg.text.2,241,way,0.0
delayed-neg.text.2,242,she,0.0
delayed-neg.text.2,243,never,0.0
delayed-neg.text.2,244,had,0.0
delayed-neg.text.2,245,with,0.0
delayed-neg.text.2,246,anyone,0.0
